province,year,region,t,DFI,ln_DFI,gdp_per_capita,IS,Infra,Gov,Open,HC,phone_1984,ln_gdp,ln_gdp_national,province_effect,Gap,internet_trend,IV,east,central,west,province_id,year_id,t_trend
北京市,2021,东部,11,900.7339608373012,6.80320994301649,14.392668528314262,1.5809566463875617,11.059829400370708,0.19255878761869702,0.046253128443453626,0.21713570929090242,45.2,2.6667189469531034,2.092717594148226,0.06,0.08646945473514019,1.828972400049535,1.65339104964478,1,0,0,3,10,10
北京市,2022,东部,12,1171.284433875313,7.065856232373685,16.70840627423568,1.5421617831650796,11.110903934933882,0.21270031677031787,0.03500123570556339,0.23303091343752685,45.2,2.815911962489385,2.161326895726691,0.06,0.14815526906537604,2.033804237450554,1.8385590306553008,1,0,0,3,11,11
天津市,2011,东部,1,71.66945018642116,4.272064578515835,8.644080261064186,1.3172089185651519,9.962155163758432,0.2522228614429791,0.05520113842353172,0.16471790759176946,38.5,2.1568747237778614,1.4491003344374924,0.12,0.4880958363317995,0.15188000867879436,0.11694760668267166,1,0,0,6,0,0
天津市,2012,东部,2,75.887305704451,4.32924942014296,10.6405673000584,1.3449249822343186,9.908573087363195,0.25162277594672816,0.05166434690017071,0.18775824441578987,38.5,2.3646738001668233,1.5274060072423015,0.12,0.6134751456453145,0.3383761110380838,0.26054960549932454,1,0,0,6,1,1
天津市,2013,东部,3,88.07383088435104,4.478175450047244,9.894275509601226,1.3374922090450732,10.160983476614238,0.265208793534742,0.04897179718873377,0.18388889870941813,38.5,2.2919563585469116,1.5687501673344662,0.12,0.48407025436567336,0.5100155336033971,0.39271196087461574,1,0,0,6,2,2
天津市,2014,东部,4,112.85715431332592,4.726122897916231,10.782257639400934,1.3405625694897325,10.31182083351829,0.25599332387055873,0.048668859452337426,0.20441253053837538,38.5,2.3779019720696173,1.640350948131491,0.12,0.4792463943492535,0.5452148820940824,0.41981545921244345,1,0,0,6,3,3
天津市,2015,东部,5,130.52083399868116,4.871532861519914,13.096303167641944,1.4548522941459754,10.09903489701948,0.23820900819401458,0.06130783496994576,0.1961572164116398,38.5,2.5723299894375637,1.7013743550305007,0.12,0.5966793842454274,0.765840253788864,0.5896969954174253,1,0,0,6,4,4
天津市,2016,东部,6,147.06732681688317,4.990890487483234,12.97439517756073,1.4719607337898848,10.196430056569556,0.24670318253010362,0.03876694252366729,0.20099003465448473,38.5,2.5629778135192787,1.7674977287129054,0.12,0.5151377582052947,0.8694337206736423,0.6694639649187046,1,0,0,6,5,5
天津市,2017,东部,7,204.5843291834674,5.320980258128003,13.435057473656483,1.4008398720201756,10.451177398610334,0.21929086209212698,0.05277305679052773,0.22054131684068856,38.5,2.5978675199635135,1.826134876774546,0.12,0.4687253720292866,0.9793084963576738,0.7540675421954088,1,0,0,6,6,6
天津市,2018,东部,8,243.23578160509658,5.494031267580134,15.638075190232001,1.421435923559446,10.463637594468198,0.24809835087173135,0.050065735968772895,0.23185494581046032,38.5,2.74970865786521,1.8985079690414615,0.12,0.5334038024656574,1.1765847599142756,0.9059702651339921,1,0,0,6,7,7
天津市,2019,东部,9,294.99656649119083,5.686963717259173,15.79311133386127,1.4932181872604782,10.426168661095003,0.24018741771410443,0.055540865950268886,0.2418552178130381,38.5,2.7595738534332126,1.9579986356826673,0.12,0.46812011753395505,1.268055459878046,0.9764027041060954,1,0,0,6,8,8
天津市,2020,东部,10,324.0820568026942,5.7809967454637,18.09309547737144,1.4913382561770756,10.641227164268303,0.20885193366088958,0.05421435374883473,0.2491170831326734,38.5,2.8955304001567748,2.0282091998460268,0.12,0.5249907817351949,1.4389958967877707,1.1080268405265834,1,0,0,6,9,9
天津市,2021,东部,11,386.25799616405004,5.956505530040519,18.223566439822946,1.5520940551273883,10.50393471426722,0.23803367095816297,0.05202645543929159,0.25972993203803785,38.5,2.902715615806315,2.092717594148226,0.12,0.45349876873073186,1.5205322504665055,1.1708098328592091,1,0,0,6,10,10
天津市,2022,东部,12,481.07188801534403,6.176016714271781,19.609300878699656,1.5785835513553854,10.642552484330462,0.2540396800688718,0.05903758981820745,0.26553019948706374,38.5,2.976003988308055,2.161326895726691,0.12,0.4386147920212011,1.6555301774822577,1.2747582366613386,1,0,0,6,11,11
河北省,2011,东部,1,44.60544851901439,3.7978560156680534,5.969179842689682,1.0936878451739667,10.584539920042099,0.2224435566136174,0.03863236623612051,0.21235856330532576,12.3,1.7866095381830709,1.4491003344374924,0.32,0.35577720775274185,0.12012109684520399,0.029549789823920182,1,0,0,16,0,0
河北省,2012,东部,2,50.81566587399721,3.9282046903904675,7.046928727861838,1.1221183277420235,10.618524222125842,0.20619229825627022,0.037648468189805155,0.23017305799210985,12.3,1.9525918804668407,1.5274060072423015,0.32,0.4321924168264701,0.2331634195124857,0.057358201200071485,1,0,0,16,1,1
河北省,2013,东部,3,59.6379826558678,4.088292663970118,7.336277283691113,1.222372378983847,10.729194736204583,0.2106562281376033,0.04214663906241607,0.22408262190630338,12.3,1.992831531907668,1.5687501673344662,0.32,0.4184940079995708,0.3178461311761348,0.07819014826932917,1,0,0,16,2,2
河北省,2014,东部,4,68.76681099594944,4.23072123023311,7.615543735245491,1.205189744465431,10.682516108831654,0.22213929181368638,0.03464577078977389,0.2561091622290925,12.3,2.0301913869819512,1.640350948131491,0.32,0.3698046359038087,0.4642362669750626,0.11420212167586541,1,0,0,16,3,3
河北省,2015,东部,5,92.66333997395907,4.52897292481653,7.570252103926734,1.1809874665444284,10.817405301512242,0.22606940518420682,0.04185747329120203,0.24946874456488075,12.3,2.0242263699234546,1.7013743550305007,0.32,0.2740741521480179,0.6239424890794081,0.1534898523135344,1,0,0,16,4,4
河北省,2016,东部,6,107.42471012822249,4.676790231293187,8.473530869552558,1.2268341786095234,10.780820796287736,0.19669291707470588,0.04361247287303001,0.24971471565721656,12.3,2.1369472895145254,1.7674977287129054,0.32,0.31859780043342617,0.8480187114412082,0.2086126030145372,1,0,0,16,5,5
河北省,2017,东部,7,117.6160363639912,4.767425389807231,8.646307546740028,1.2856276051011652,10.857790947974289,0.1989616602488686,0.0346257722281091,0.26162216158715706,12.3,2.1571323565982374,1.826134876774546,0.32,0.2681669362710878,0.9521131357388113,0.2342198313917476,1,0,0,16,6,6
河北省,2018,东部,8,147.47701856775382,4.993672357320496,9.710235489997972,1.3063497384152585,10.837073367182771,0.21487715005210084,0.03149645249845463,0.2531106517284724,12.3,2.2731805343261406,1.8985079690414615,0.32,0.2925904494069102,1.1063293845424882,0.2721570285974521,1,0,0,16,7,7
河北省,2019,东部,9,160.49223839363927,5.078245582482605,9.83695992735111,1.3510245395982228,10.949629036880077,0.23974327564393916,0.043025172321951355,0.2735859041726037,12.3,2.2861467128566844,1.9579986356826673,0.32,0.2439688673111507,1.4329142314957721,0.35249690094795993,1,0,0,16,8,8
河北省,2020,东部,10,195.46544306223862,5.2753836019712255,10.842809493678772,1.3415704289519246,10.973275380752845,0.20446297852654532,0.0403504670076317,0.27491298003671477,12.3,2.3835021408142354,2.0282091998460268,0.32,0.2520862148907532,1.614259981053697,0.3971079553392095,1,0,0,16,9,9
河北省,2021,东部,11,204.9502874468017,5.322767449470962,11.843896841397742,1.4983338428339439,11.016055619755688,0.21827038574692692,0.042187594164496814,0.28717308475337955,12.3,2.4718127004241217,2.092717594148226,0.32,0.2764535194703586,1.8028770552717386,0.4435077555968477,1,0,0,16,10,10
河北省,2022,东部,12,231.27564807538113,5.4436102808386515,12.416702160193019,1.4523265172229047,11.082570519516144,0.19477595562783878,0.03885942507723597,0.30416527238469243,12.3,2.5190425146924085,2.161326895726691,0.32,0.2440778143473556,1.987543776960248,0.48893576913222103,1,0,0,16,11,11
山西省,2011,中部,1,29.29750776658735,3.377502453244445,3.5169018248945263,0.957872094292368,9.62832458081796,0.24746712565368012,0.022356709915978788,0.1275451419780641,10.8,1.2575804386565452,1.4491003344374924,0.2,0.12337040749099304,0.013656664462476653,0.002949839523894957,0,1,0,10,0,0
山西省,2012,中部,2,38.3501406903061,3.6467581963933964,3.859351290355035,0.89949363872035,9.438892236842575,0.25082622400256066,0.007375628110826362,0.128454171703873,10.8,1.3504991098596462,1.5274060072423015,0.2,0.08106837453758198,0.14414401915455488,0.03113510813738386,0,1,0,10,1,1
山西省,2013,中部,3,51.61279822187658,3.9437696692895154,3.5500672685724575,0.9774282423119179,9.58341046227921,0.3003374936957588,0.02274722592330565,0.13594268536405657,10.8,1.2669665522014464,1.5687501673344662,0.2,0.18991787354601772,0.12296771585182309,0.026561026623993792,0,1,0,10,2,2
山西省,2014,中部,4,66.42362611304051,4.1960528081506885,3.7388016113601217,1.0245045115634328,9.500451327655385,0.2994432522285282,0.02389230733598183,0.14501996539963352,10.8,1.318765135309434,1.640350948131491,0.2,0.1866853397637034,0.3418735280953477,0.07384468206859511,0,1,0,10,3,3
山西省,2015,中部,5,84.20410661780984,4.433243692241971,3.7971114946817726,1.0976021716963782,9.646906796596825,0.2875704031509103,0.010022968438403562,0.15171797169114284,10.8,1.334240644706301,1.7013743550305007,0.2,0.21136638352710327,0.6278962799063563,0.13562559645977296,0,1,0,10,4,4
山西省,2016,中部,6,106.1886529406258,4.665217256965916,4.406654455745584,1.0622575826763447,9.670064746498698,0.2752710755583911,0.012657004585462425,0.16428792707046766,10.8,1.4831157747407555,1.7674977287129054,0.2,0.11159473881690338,0.735593495658417,0.1588881950622181,0,1,0,10,5,5
山西省,2017,中部,7,125.18599442430965,4.829800586788043,4.701653067163391,1.1156304946910451,9.812999174464148,0.24032123507468373,0.010324535878697284,0.18648849013966567,10.8,1.5479141632960356,1.826134876774546,0.2,0.08650796083677205,1.026671729054305,0.2217610934757299,0,1,0,10,6,6
山西省,2018,中部,8,159.00293433755166,5.068922657003096,5.04027348052315,1.08248422616028,9.930162142258837,0.2651275695972983,0.02389159265269453,0.18238690673478167,10.8,1.6174603426197092,1.8985079690414615,0.2,0.0767597722959466,1.0869431028538799,0.23477971021643806,0,1,0,10,7,7
山西省,2019,中部,9,206.60618059761023,5.330814472005787,5.801477291096425,1.2376755951102678,9.83615285233871,0.2822454959305282,0.021221986480301134,0.20339803749600407,10.8,1.7581125904819226,1.9579986356826673,0.2,-0.029667227084264447,1.1415883695075566,0.24658308781363225,0,1,0,10,8,8
山西省,2020,中部,10,295.1898323650955,5.687618648925466,5.310361213616502,1.2142111259880295,9.990743943165002,0.22763928718297882,0.01207881416904652,0.1773194001430796,10.8,1.6696598581034239,2.0282091998460268,0.2,0.09948183897103496,1.3358069229276017,0.28853429535236197,0,1,0,10,9,9
山西省,2021,中部,11,390.68536695235656,5.967902547948716,5.839298123013933,1.2457856657779056,10.076258548384718,0.2642959725198366,0.026138184460231854,0.1919107073385317,10.8,1.7646106052019876,2.092717594148226,0.2,0.04610770755168745,1.4205284470183526,0.30683414455596414,0,1,0,10,10,10
山西省,2022,中部,12,450.47992025316057,6.1103135039199765,5.744369775720494,1.2371311680432766,10.03679522013218,0.26216018194955926,0.007657896232176014,0.2128205215255527,10.8,1.7482202056697853,2.161326895726691,0.2,0.12761967486827722,1.5307966990800919,0.3306520870012999,0,1,0,10,11,11
内蒙古,2011,西部,1,12.095545349848576,2.492837231912701,2.7002158979874333,0.9157470830119334,8.199851983375039,0.23770756357198086,0.01681729186035653,0.10803314610409284,8.5,0.9933317320310436,1.4491003344374924,0.04,0.4440240675871164,0.23689804506454187,0.040272667660972115,0,0,1,2,0,0
内蒙古,2012,西部,2,15.357343623940478,2.7315937716137726,3.055687114616194,0.9600205715954935,8.14166603998045,0.26658608960888486,0.016735338355177796,0.11869655300035893,8.5,1.117004482102009,1.5274060072423015,0.04,0.4003708328377664,0.30892402293028914,0.05251708389814915,0,0,1,2,1,1
内蒙古,2013,西部,3,21.359838933752975,3.061512473508928,3.2353635650148687,0.8905013394494627,8.226232179259517,0.232547601446751,0.029210252111621947,0.13497791684269964,8.5,1.1741413064959236,1.5687501673344662,0.04,0.37177120697920707,0.4363531574974424,0.07418003677456521,0,0,1,2,2,2
内蒙古,2014,西部,4,29.93281104094562,3.3989552379670696,3.3309517596722196,0.9829624511071425,8.311537879712025,0.25208576730786353,0.022457459947257126,0.15020035842345542,8.5,1.2032580768707748,1.640350948131491,0.04,0.403991692628596,0.5769760255024248,0.09808592433541222,0,0,1,2,3,3
内蒙古,2015,西部,5,40.93392515737599,3.7119591851824976,3.5656689332543277,0.9734725435381975,8.348519987915159,0.21046673600381627,0.011810671136047238,0.1642940239974276,8.5,1.271351675325775,1.7013743550305007,0.04,0.3924339226812298,0.7572598068112901,0.12873416715791933,0,0,1,2,4,4
内蒙古,2016,西部,6,50.17956316677128,3.9156078355749817,4.206535646319256,1.0198116535926127,8.466648680731753,0.26273016238939867,0.03478103048931619,0.16982103043732813,8.5,1.4366394220770116,1.7674977287129054,0.04,0.29625358478441505,0.965835378585552,0.16419201435954384,0,0,1,2,5,5
内蒙古,2017,西部,7,64.77589572832146,4.17093355465548,4.098192908819598,1.0144864335404102,8.342008418066687,0.26057443201587244,0.015604872720618482,0.15240274422700564,8.5,1.4105461226032516,1.826134876774546,0.04,0.3717023885443747,1.1075496958162039,0.18828344828875465,0,0,1,2,6,6
内蒙古,2018,西部,8,87.51811001698754,4.471845743570612,4.235340061204222,1.0381860553897118,8.655495454493098,0.274137954437517,0.01934676324045691,0.18942472271188263,8.5,1.4434636226853326,1.8985079690414615,0.04,0.4039625695952448,1.1616531934036074,0.19748104287861326,0,0,1,2,7,7
内蒙古,2019,西部,9,121.88352107086877,4.803065843352892,4.662497132223938,1.0791992455040182,8.692374049868866,0.26728336017222115,0.014200395675407717,0.1807218945421463,8.5,1.539551169897131,1.9579986356826673,0.04,0.36286620359603683,1.3924560395059484,0.23671752671601123,0,0,1,2,8,8
内蒙古,2020,西部,10,153.77003754809917,5.035458223711087,4.712817070271172,1.083123469022215,8.694618327489822,0.29469349210793055,0.012393788577944292,0.1962549736898881,8.5,1.5502858333269058,2.0282091998460268,0.04,0.4187195502534018,1.7724848658958863,0.3013224272023007,0,0,1,2,9,9
内蒙古,2021,西部,11,200.03442620919017,5.298489482781139,5.0598904324623915,1.1579071863821966,8.623132609748183,0.23922534390493164,0.019629234586764133,0.19031578015887196,8.5,1.6213448294013713,2.092717594148226,0.04,0.40875517153893953,1.9881098773850792,0.3379786791554635,0,0,1,2,10,10
内蒙古,2022,西部,12,246.94355938057518,5.509159805984755,5.624960649967965,1.2097515500979745,8.70140827993798,0.238353886057696,0.016502769794198336,0.2141791935812399,8.5,1.7272139525047643,2.161326895726691,0.04,0.36827524479191026,2.1829587978598393,0.37110299563617266,0,0,1,2,11,11
辽宁省,2011,东北,1,34.17763707002838,3.531571543350044,4.732426286986731,0.7804238719619876,9.692179610946495,0.2502399419666039,0.008483547117064822,0.13019244742936287,25.6,1.554438028065979,1.4491003344374924,0.5,0.32173266422311586,0.11994862405513793,0.06141369551623062,0,0,0,25,0,0
辽宁省,2012,东北,2,37.6411484684153,3.6280978261649652,4.669583106464335,0.8878315676315731,9.673172293988756,0.19911455748587772,0.008692861333255869,0.13323969497217733,25.6,1.5410697971315699,1.5274060072423015,0.5,0.21943782073782508,0.24978028016387296,0.12788750344390296,0,0,0,25,1,1
辽宁省,2013,东北,3,45.489181465231916,3.817474527690235,5.117808715603432,0.8440858029466947,9.835320423214347,0.20198179825378892,0.0165001745294351,0.12864868350793893,25.6,1.6327263622058916,1.5687501673344662,0.5,0.2573378371728368,0.2886112043901305,0.14776893664774682,0,0,0,25,2,2
辽宁省,2014,东北,4,58.34452310441359,4.0663654915065,5.112817719957966,0.9216715677677358,9.765399957289441,0.2275210886145716,0.021862037568743886,0.142989926810332,25.6,1.631750665151005,1.640350948131491,0.5,0.1840718851797148,0.48799778653843795,0.24985486670768026,0,0,0,25,3,3
辽宁省,2015,东北,5,70.24782818275865,4.2520293921880405,5.759681635982888,0.8928162914690343,9.926617360745379,0.26404357191232614,0.004472351022035234,0.14878989295085876,25.6,1.750882201649524,1.7013743550305007,0.5,0.20645421846534823,0.6271348227170848,0.3210930292311474,0,0,0,25,4,4
辽宁省,2016,东北,6,79.34327533335457,4.373783696479553,5.950372068675894,0.9691493648997656,9.963924696381861,0.2231324957648517,0.017263522460036183,0.16320207315164273,25.6,1.7834537501530303,1.7674977287129054,0.5,0.1631818729770755,0.8801672192590271,0.4506456162606219,0,0,0,25,5,5
辽宁省,2017,东北,7,96.57226485161398,4.570291586656218,6.403330134438167,1.022022676366976,10.011241239478174,0.22697466017671875,0.014392542402309215,0.16843326362736732,25.6,1.8568181885450523,1.826134876774546,0.5,0.16609134848265852,0.9472076674690731,0.4849703257441655,0,0,0,25,6,6
辽宁省,2018,东北,8,124.5896573342033,4.8250255959594766,6.453756510929542,1.018252410160902,10.057415015063869,0.27672021547207687,0.021186197039830143,0.1774986101838851,25.6,1.864662366071107,1.8985079690414615,0.5,0.14769759823888498,1.206354238480691,0.6176533701021137,0,0,0,25,7,7
辽宁省,2019,东北,9,143.4602152519707,4.966057751129135,7.01828913706222,1.0488978655508376,9.92118306369793,0.21505047328082003,0.007476613917542403,0.18524371066515044,25.6,1.9485194756657616,1.9579986356826673,0.5,0.11229293091280967,1.3315577075515772,0.6817575462664075,0,0,0,25,8,8
辽宁省,2020,东北,10,181.88430407464634,5.203370793041484,6.932187243874045,1.1831234998156792,10.16038721641329,0.23083018892299081,0.020977601428589128,0.17464749241548466,25.6,1.936175383011066,2.0282091998460268,0.5,0.17348866738754187,1.4326683380374934,0.7335261890751967,0,0,0,25,9,9
辽宁省,2021,东北,11,178.05212088349427,5.182076321382661,7.330387227979092,1.1678448938962633,10.06594612684977,0.2580872803633067,0.01852305556014375,0.20060596636655548,25.6,1.9920283423311993,2.092717594148226,0.5,0.18543194396379659,1.544019875824993,0.7905381764223965,0,0,0,25,10,10
辽宁省,2022,东北,12,226.20349648857493,5.421435021071727,7.81876752168642,1.2728362770921349,10.248782326916837,0.24017661122517484,0.014533769024970462,0.2042604018109156,25.6,2.0565269362136487,2.161326895726691,0.5,0.16831245839449913,1.6453011808193612,0.842394204579513,0,0,0,25,11,11
吉林省,2011,东北,1,26.302514760464568,3.2696645528811983,3.196182816788069,0.8348298031845618,9.668247583331533,0.21538373715185055,0.02519591944639912,0.13067213502003344,18.3,1.1619572280165278,1.4491003344374924,0.08,0.10824053742384314,-0.017066823811766635,-0.006246457515106588,0,0,0,4,0,0
吉林省,2012,东北,2,30.06931147983876,3.403505099493156,3.415800307835201,0.8821331745372678,9.690932289530512,0.20536161177150675,0.020579554017286603,0.1391085188976125,18.3,1.2284118163239175,1.5274060072423015,0.08,0.10981953096310278,0.18407893604015213,0.06737289059069568,0,0,0,4,1,1
吉林省,2013,东北,3,33.53332471497252,3.5125397119887243,3.566350684905207,0.8915257282711239,9.832090757962433,0.2520496432632519,0.024868194833785665,0.16210347209274464,18.3,1.271542855857926,1.5687501673344662,0.08,0.09066557093072791,0.3960232522535615,0.14494451032480352,0,0,0,4,2,2
吉林省,2014,东北,4,38.51527404345366,3.651054891019228,3.495550472080893,0.9054012593144343,9.670224664441639,0.25485777231693657,0.02607284859943745,0.1507796672580594,18.3,1.2514908660248332,1.640350948131491,0.08,0.17398715824454244,0.6483088043236628,0.2372810223824606,0,0,0,4,3,3
吉林省,2015,东北,5,38.61442571388288,3.653625929811268,3.90167719528452,0.9413595421150863,10.058182442723327,0.22752130972665746,0.023347994290691627,0.16659318020615088,18.3,1.361406510763525,1.7013743550305007,0.08,0.12318818211680412,0.8547308858712048,0.31283150422886097,0,0,0,4,4,4
吉林省,2016,东北,6,45.09297456479051,3.8087264597578887,4.169630671529402,1.0388281956939616,9.849284327918356,0.2343662532298728,0.03221114280004233,0.18078971442871375,18.3,1.4278274639097743,1.7674977287129054,0.08,0.11302207621927936,1.05720907633759,0.38693852193955797,0,0,0,4,5,5
吉林省,2017,东北,7,54.19010045636505,3.9924982433568,4.651844111175897,1.0320732106584458,9.883353898733295,0.22242114768515994,0.023079644879110635,0.18627742915187345,18.3,1.5372637240295728,1.826134876774546,0.08,0.04922097936705816,1.0729289134774747,0.39269198233275576,0,0,0,4,6,6
吉林省,2018,东北,8,68.29546860574222,4.223843418925454,4.1735005496339745,1.1641115104530357,9.999881652467662,0.2163992646882045,0.017740498441366326,0.16678694724850626,18.3,1.4287551440048178,1.8985079690414615,0.08,0.20749641586351167,1.237577702877859,0.4529534392532964,0,0,0,4,7,7
吉林省,2019,东北,9,74.16201217820657,4.306252053821097,5.023190271590402,1.1212998928394253,9.959325412374698,0.19903531064588056,0.021122096821216522,0.2080257292200579,18.3,1.6140652441202354,1.9579986356826673,0.08,0.07666764781736818,1.2969197758197177,0.4746726379500167,0,0,0,4,8,8
吉林省,2020,东北,10,80.09160716201436,4.3831710690841135,5.039078103448609,1.0724768468240997,10.092862839227106,0.21948241469219948,0.009316587102959304,0.19879256530198586,18.3,1.6172231493696898,2.0282091998460268,0.08,0.1373204928333634,1.4245929189404674,0.521401008332211,0,0,0,4,9,9
吉林省,2021,东北,11,89.4539955960835,4.493724477443242,5.340024745589885,1.212444312720676,10.31043877194961,0.24746818667810805,0.02145657686489301,0.19627025487974728,18.3,1.6752302869669629,2.092717594148226,0.08,0.13861115097400079,1.6863225108748965,0.6171940389802121,0,0,0,4,10,10
吉林省,2022,东北,12,109.64029026766293,4.697204918892435,6.4523142778792275,1.2105949161807295,10.213636627707018,0.22445438434495282,0.023791444121506435,0.21389190984792456,18.3,1.864438869225333,2.161326895726691,0.08,0.0013196660010717808,1.8389000663205366,0.6730374242733164,0,0,0,4,11,11
黑龙江省,2011,东北,1,29.42203246139469,3.3817437971308815,3.273055212225266,1.0051968999463148,9.93687867994691,0.2607176926115366,0.020404270768780455,0.14715801402807482,15.2,1.1857238643731784,1.4491003344374924,0.58,0.5706717536338316,-0.059092861726938506,-0.017964229964989305,0,0,0,29,0,0
黑龙江省,2012,东北,2,34.33627756604916,3.5362024502357783,3.524330212466606,1.137739496437469,9.777421356892749,0.29341632507266113,0.03019892564465442,0.13335980942707437,15.2,1.2596904075621504,1.5274060072423015,0.58,0.5653498662777069,0.010780927857512834,0.003277402068683902,0,0,0,29,1,1
黑龙江省,2013,东北,3,39.29263041958967,3.6710369801608964,3.7170607281857584,1.073967803708545,9.926898005986763,0.2560298542823944,0.01841562045483713,0.17961641618539206,15.2,1.3129332291385416,1.5687501673344662,0.58,0.540493939529291,0.11538004734693229,0.03507553439346742,0,0,0,29,2,2
黑龙江省,2014,东北,4,47.27195605498356,3.8559172244225226,4.193910111296272,1.1861176017580424,10.147232706687648,0.24900515260986733,0.021345898350767407,0.17498745736343502,15.2,1.4336334995595994,1.640350948131491,0.58,0.4774291052871117,0.24732740505195283,0.07518753113579366,0,0,0,29,3,3
黑龙江省,2015,东北,5,50.88624368559676,3.9295926254496036,3.9850614395510386,1.188189768516954,10.120272909711538,0.26408977188321997,0.027523299523183734,0.18253634486601625,15.2,1.382552729827477,1.7013743550305007,0.58,0.5894745714379511,0.47236930947620104,0.14360027008076512,0,0,0,29,4,4
黑龙江省,2016,东北,6,56.95946533039686,4.042339880303992,4.415351918896547,1.2405063371765468,10.103013875356197,0.2839049001730972,0.026934005972008193,0.18299824735801595,15.2,1.4850875407086062,1.7674977287129054,0.58,0.5430443807353509,0.6893120395506358,0.2095508600233933,0,0,0,29,5,5
黑龙江省,2017,东北,7,63.9083982359376,4.1574507805400645,4.841239099953892,1.1499841681890692,10.313421103100742,0.26788814530535215,0.021354884579571076,0.20458380400952475,15.2,1.5771707003501292,1.826134876774546,0.58,0.4924693702704288,0.9042839175762407,0.2749023109431772,0,0,0,29,6,6
黑龙江省,2018,东北,8,67.25185047130825,4.208444534405364,4.8687546152006655,1.1721167821901564,10.164968607682276,0.2837063870611247,0.01756635291968486,0.2196416535709995,15.2,1.5828381785595869,1.8985079690414615,0.58,0.561483424983083,1.0728684754272275,0.32615201652987713,0,0,0,29,7,7
黑龙江省,2019,东北,9,81.39102435125439,4.399265000973651,4.789676018176839,1.3573626654228363,10.356380338940399,0.2696519257968041,0.021243904248121528,0.21408507289467657,15.2,1.5664627720114972,1.9579986356826673,0.58,0.6220288532567527,1.1992598615737382,0.3645749979184164,0,0,0,29,8,8
黑龙江省,2020,东北,10,96.48417173452081,4.5693789714151505,5.653058195734081,1.3577049411091606,10.398637153457152,0.27459222326344945,0.022150438621096995,0.2175242555139452,15.2,1.7321966723038968,2.0282091998460268,0.58,0.5070174199626599,1.3203257812152052,0.4013790374894224,0,0,0,29,9,9
